ilan_linki,aciklama,fiyat,ilan_no,ilan_tarihi,marka,seri,model,yıl,km,vites,yakıt,kasa,renk,motor_hacmi,motor_gücü,çekiş,boya_durumu,takasa_uygunluk,kimden,orjinal_parcalar,lokal_boyalı_parcalar,boyalı_parcalar,değişmiş_parcalar,belirtilmemiş_parcalar
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/hatasiz-boyasiz-degisen-yok-tramer-yok/30824890,"2018 model   
  
BOYA YOK   
  
DEĞİŞEN YOK   
  
HASAR KAYDI YOK   
  
LOKAL BOYA .. sağ kapida çamurluk birleşiminde lokal boya var   
  
MOTOR SANZUMAN ÇOK İYİ DURUMDA  
  
NADİR TEMİZLİKTE OLAN PASSATLARDAN BİR TANESİ  
  
İçiyle dışıyla güzel bir araç  
  
  
DONANIMLAR   
  
  
ERGO COMFORT KOLTUK  
  
  
  
BÜYÜK DOKUNMATİK EKRAN  
  
  
  
ELEKTRONİK EL FRENİ  
  
  
  
START-STOP   
  
 KEYLESS GO (Anahtarsız Çalıştırma)  
  
  
  
AUTO HOLD   
  
  
  
BLUETOOTH  
  
  
  
ÇİFT YÖNLÜ DİJİTAL KLİMA  
  
  
  
KATLANIR AYNA  
  
  
  
 ARKA KLİMA  
  
  
  
ÖN VE ARKA PARK SENSÖRÜ  
  
  
  
YAĞMUR SENSÖRÜ  
  
  
  
FAR SENSÖRÜ  
  
  
  
HIZ SABİTLEYİCİ   
  
  
  
F1 VİTES  
  
  
  
ÖN ARKA KOL DAYAMA  
  
  
  
FONKSİYONEL DERİ DİREKSİYON  
  
  
  
LASTİK BASINÇ SENSÖRÜ  
  
  
  
SOĞUTMALI TORPİDO  
  
  
  
İSOFix","1360000 
1270000",30824890.0,08 Temmuz 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2018.0,224.000 km,Otomatik,Dizel,Sedan,Mavi,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2018-model/29952346,"**Aracım önemsiz iki çamurluk ve bir kapı harici hatasız boyasızdır.**

****Bunlara bağlı parça parça 7.000₺ gibi yok sayılabilecek tramer vardır.********Tüm bakımları özel serviste yapılmış olup kayıtları vardır son iki bakımı vw yetkili serviste yapılmıştır.********Continental Premium Contact 7 yazlık lastikler Ağustos ayında sıfır alınmıştır.********Araç aktif kullanılıyor km değişiklik gösterebilir.********Yedek anahtarı kitapçığı mevcuttur.********Yakıt cimrisi bir araçtır.****

**Aracın muhtelif yerlerinde dolu izi mevcuttur.**

**Model yükselteceğim için satıyorum.**

**Kaput sök-tak çıkıyor kesinlikle boya vs yoktur**

***Galericilere satılık değildir.***

****2020 Model üstü BMW 1 serisi********2015 Model üstü benzinli C serisi********Tarzı araçlarla takas düşünülür****",1340000,29952346.0,30 Mayıs 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2018.0,147.000 km,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1598 cc,120 hp,Önden Çekiş,İkinci El,Takasa Uygun,Sahibinden,"Arka Kaput, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,"Sağ Arka Çamurluk, Sol Arka Çamurluk, Sağ Arka Kapı",-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2015-model/30542656,***Aracım temiz ve bakımlıdır içi dışı temizdir 120 binde volat ve triger değişmiştir lastikleri iyi durumdadır yedek anahtar mevcuttur.boyalar sürtme kaynaklı lokal dir hasar kaydı yoktur.Alan kişiye hayırlı olsun***,1400000,30542656.0,28 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2015.0,137.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,Takasa Uygun,Sahibinden,-,"Sağ Arka Çamurluk, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Motor Kaputu",Sağ Ön Çamurluk,-,"Arka Kaput, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sol Ön Çamurluk, Ön Tampon, Arka Tampon"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-impression/buyuk-inci-den-2017-tablet-ekran-geri-gorus-202-binde-passat/30375151,"******BÜYÜK İNCİ OTOMOTİV'DEN******

****2017 MODEL VW PASSAT****

****1.6 TDI DSG****

****EXPERİ AŞAĞIDA İŞARETLİDİR****

****SON RESİMLERDE EXPERİ VARDIR****

****SAĞ KOLTUK VE TAVAN AIRBAGLER TAMİRLİDİR !****

****HASAR KAYDI PARÇA PARÇA 211.500 TL DİR****

****MOTORU YÜRÜRÜ****

****İÇİ DIŞI ÇOK GÜZELDİR****

****LASTİKLER YENİ AYARINDADIR****

****YEDEK ANAHTARI VARDIR****

****VİZE :11-06-2026****

********************YETKİ BELGESİ NO:4200720********************

****************************************************************KREDİ KARTI İLE TEK ÇEKİM VE TAKSİTLİ İŞLEM YAPILMAKTADIR****************************************************************

**********************************************************ADRES:GALERİCİLER SİTESİ FEVZİ ÇAKMAK MAHALLESİ**********************************************************

****************************************10437 SOKAK NO:14****************************************

****************************************SHELL PETROL KARŞISI****************************************",985000,30375151.0,06 Temmuz 2025,Volkswagen,Passat,1.6 TDi BlueMotion Impression,2017.0,202.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun Değil,Galeriden,"Arka Kaput, Tavan, Sol Arka Kapı","Sağ Arka Çamurluk, Sol Arka Çamurluk","Sol Ön Kapı, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon","Sağ Arka Kapı, Sağ Ön Kapı, Sağ Ön Çamurluk",-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/2015-passat-comfortline-133-000-km-de-beyaz-emsalsiz-bakimli/30580282,"**2015 MODEL PASSAT 1.6 BLUEMOTİON COMFORTLİNE 120 HP OTOMATİK**

****ARACIMDA SADECE YANLARDA 4 PARÇASINDA ÇİZİK BOYASI VARDIR ŞEMADA İŞARETLİDİR**

**TRAMER SADECE 25.000 TL DİR**

**MOTORU YÜRÜYENİ KUSURSUZ OLUP SIFIR KONDİSYONUNDADIR**

**İÇİNDE DIŞINDA LEKE YOKTUR**

**KOLTUKLARINDA EN UFAK YIRTIK YANIK YOKTUR**

**KİLOMETRESİ ORJİNALDIR**

**ARAÇ GÜNÜ GÜNÜNE BAKIMLI OLUP KUSURSUZ TEMİZLİKTEDİR**

**MOTORU YÜRÜYENİ ŞANZIMANI SIFIR KONDİSYONUNDADIR**

**MUAYENESİ YENİ**

**4 LASTİĞİ YENİ**

**STEPNESİ HİÇ KULLANILMAMIŞTIR**

**YEDEK HALI PASPASLARI KULLANILMAMIŞTIR**

**ARACIM OLSUKÇA TEMİZ VE BAKIMLIDIR UZUN YILLAR MASRAFSIZ KULLANABİLECEĞİNİZ BİR ARAÇTIR**

**SIVI BAKIMI YENİDİR**

**ELEKTRİKLİ KOLTUK**

**BALDIR DESTEĞİ**

**YAĞMUR FAR SENSÖRÜ**

**ÖN ARKA KOL DAYAMA**

**ADAPDİF SİS LAMBALARI**

**ÇELİK JANT**

**ANAHTARSIZ ÇALIŞTIRMA**

**AUTO HOLD**

**F1 VİTES**

**VS….**

**ÇALIŞMAYAN AKSAMI YOKTUR**

**YENİ SAHİBİNE HAYIRLI OLSUN****",1335000,30580282.0,14 Temmuz 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2015.0,133.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Tavan, Sol Arka Kapı, Motor Kaputu, Ön Tampon, Arka Tampon",-,"Sağ Ön Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Sol Ön Çamurluk",-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2018-model/30874583,Hatasız boyasız 98.000 km,1450000,30874583.0,10 Temmuz 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2018.0,98.000 km,Düz,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,,Sahibinden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2014-model/30738528,"2014 medel 1 lokal 1 yarım boya mevcut tiremer yok 02.08.2025 muayene geçerlilik tarihi harici araba güzel lastikler çok iyi .

km değişkenlik gösterebilir. günlük kullandığım aractir",985000,30738528.0,06 Temmuz 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2014.0,263.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,,Sahibinden,-,"Sol Arka Çamurluk, Sağ Ön Çamurluk",-,-,"Sağ Arka Çamurluk, Arka Kaput, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-trendline/k-kartina-12-taksit-2017-model-passat-1-6-tdi-otomatik-vites/29313849,"## SsangYong

## KIRŞEHİR BAYİ

EKSPERTİZ BİLGİSİ

EKSPERTIZ RESIMLERI YUKLENMISTIR

HASAR KAYIT YOK

YEDEK ANAHTAR YOK

TRIGER BAKIMLARI YAPILMISTIR

******TAKAS******

************SUR MOTORLU ARAÇLAR'DA AĞIR HASAR KAYDI OLAN VE 200 BİN KM ÜZERİ , KİLOMETRESİ DÜŞÜRÜLMÜŞ,AĞAR KAZASI OLAN ARAÇ TİCARETİ YAPILMAMAKTADIR. TAKASTA DA BU ŞARTLAR GEÇERLİDİR.TAKAS YAPMAK İSTEDİĞİNİZ ARACINIZIN RESİMLERİNİ   
************VE EKSERTİZ BİLGİSİNİ******************İLANDA BULUNAN NUMARAYA GÖNDERMENİZ DURUMUNDA SATIŞ TEMSİLCİLERİMİZ EN KISA SÜREDE SİZLERE DÖNÜŞ YAPACAKTIR.******

******KREDİ KARTI İLE SATIŞIMIZ VARDIR******

******////SUR OTO MOTORLU ARAÇLAR******",1310000,29313849.0,16 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2017.0,163.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",Sağ Ön Çamurluk,-,-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-trendline-2011-model/30167840,"- ARACIM 2011 MODEL

1.6TDİ BLUEMOTİON TRENDLİNE 105 HP 6 İLERİ MANUEL VİTES.

- KİLOMETRESİ 250\*\*\* .

- BAKIMLARI AKSATILMADAN ZAMANINDA YAPILMIŞTIR.

- AĞIR BAKIMLARI (Triger) YAKIN ZAMANDA YAPTIRILMIŞ OLUP MASRAFSIZDIR.

- VİZESİ 11/08/2025 TARİHİNE KADAR GEÇERLİDİR.

- 4 ADET YAZ LASTİĞİ ÜZERİNDE VE GAYET İYİ DURUMDADIR.

TRAMERİ TEK PARÇA 2019 yılından sadece 750 TL’DİR.

- YEDEK ANAHTARI VE KİTAPÇIKLARI MEVCUTTUR.",790000,30167840.0,13 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2011.0,251.000 km,Düz,Dizel,Sedan,Gri (Gümüş),1598 cc,105 hp,Önden Çekiş,İkinci El,,Sahibinden,-,Sağ Ön Çamurluk,Sağ Arka Çamurluk,-,"Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-r-line/otomatik-wolkswagen-passat-1-6-tdi-r-line-2017-model-155-000-km/28348085,"**********************- VFK Otomotiv Gayrimenkul -**********************  
WOLKSWAGEN PASSAT 1.6 TDI BLUETMOTİON R-LİNE

**120 HP OTOMATİK**

**2017 MODEL**

**150.000 KM**

**TEKNİK DONANIM**

ABS

ASR

ELEKTRİK TAKVİYELİ DİREKSİYON

ESP

HIZA DUYARLI DİREKSİYON

PERDE HAVA YASTIĞI

YOKUŞ KALKIŞ DESTEĞİ

**İÇ DONANIM**

ARKA KOL DAYAMA

HAYALET EKRAN

DİJİTAL KLİMA

ELEKTRİKLİ CAMLAR

FONKSİYONEL DİREKSİYON

HIZ SABİTLEYİCİ

ELEKTRİKLİ MASAJLI SÜRÜCÜ KOLTUĞU

ÖN KOL DAYAMA

OTM KARARAN DİKİZ AYNASI

START / STOP

ANAHTARSIZ ÇALIŞTIRMA

YOL BİLGİSAYARI

DOKUNMATİK EKRAN MULTİMEDİA

BLUETOOTH

KOLTUK ISITMA

İSOFİX

**DIŞ DONANIM**

SUNROOF CAM TAVAN

ALAŞIMLI JANT

ELEKTRİKLİ AYNALAR

FAR SENSÖRÜ

ISITMALI AYNALAR

PARK SENSÖRÜ

SİS FARI

VE DAHA BİRÇOK ÖZELLİK MEVCUTTUR.

ARAÇ SINIFININ ENDOLUSUDUR.

SERVİS BAKIMLIDIR.

İÇ DÖŞEMELERİ KUSURSUZDUR.

ÇALIŞMAYAN AKSAMI YOKTUR.

KİLOMETRESİ ORJİNALDİR.

AKTİF KULLANILAN BİR ARAÇTIR.

MUAYENESİ VARDIR.

********Daha detaylı bilgi için lütfen arayınız.********

******SATIŞLARIMIZDA****KREDİ KARTI****GEÇERLİDİR ! ! !   
******KREDİ KARTINA 2 - 3 - 4 - 6 - 9 - 12 TAKSİT SEÇENEKLERİMİZ MEVCUTTUR.************

**************Anlaşmalı Banka ve Finans Kurumlarından 30 Dk da Kredi ve 48 Aya Kadar Uygun Vade Seçenekleri Sunuyoruz.**************

![](https://i.hizliresim.com/pboG3J.jpg)![](https://i.hizliresim.com/P1oO75.jpg)![](https://i.hizliresim.com/QLlpyZ.jpg)![](https://i.hizliresim.com/16kGaN.jpg)![](https://i.hizliresim.com/dv27LX.jpg)

****BU FIRSATI KAÇIRMAYIN !****

************Firmamız TİCARET İL MÜDÜRLÜĞÜ İkinci El Motorlu Kara Taşıtı Yetki Belgesine Sahiptir.************

********BELGE NO : 2000140********

********************İletişim:********************

******0552 448 85 99******

************0507 082 99 22******************0533 351 13 64******

******DİĞER TÜM İLANLARIMIZ İÇİN :******

[**https://arabam.com/galeri/vfk-otomotiv**](https://arabam.com/galeri/vfk-otomotiv)",1950000,28348085.0,16 Mart 2025,Volkswagen,Passat,1.6 TDi BlueMotion R Line,2017.0,155.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-r-line/sadece-7-binde-hatasiz/30885326,HATASIZ BOYASIZ ORJİNAL KM SADECE 7 BİNDE ORJİNAL FABRİKASYON R-LİNE PAKET,2950000,30885326.0,10 Temmuz 2025,Volkswagen,Passat,1.6 TDi BlueMotion R Line,2018.0,7.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-highline/mnd-motors-dan-hatasiz-temiz-bakimli-ww-passat-highline/30695334,"HATASIZ  
  
BOYA : BAGAJ LOKAL  
  
DEĞİŞEN YOK  
  
TRAMER: 4 BİN TL  
  
KM GÜNCEL BİNİLDİĞİ İÇİN DEĞİŞİKLİK GÖSTEREBİLİR  
  
DETAYLAR İÇİN ARAYINIZ  
  
  
TEKNİK ÖZELLİKLER  
  
MASAJLI KOLTUK  
ISITMA KOLTUK   
AHŞAP İÇ DÖŞEME  
DİJİTAL KLİMA  
KLİMATRONİK(ARKA KONTROL PANELİ)  
ELEKTRONİK AYARLANABİLİR ÖN KOLTUKLAR  
HAFIZALI KOLTUK  
AUTO HOLD  
ARKA PARK SENSÖRÜ  
LED GÜNDÜZ FARLARI  
BI - XENON FAR SİSTEMİ  
BLUETOOTH TELEFON BAĞLANTISI  
START-STOP  
PARK ASİSTANI  
  
KATLANIR AYNALAR  
  
YORGUNLUK TESPİT SİSTEMİ​  
  
CRUISE KONTROL  
  
YOKUŞ KALKIŞ DESTEĞİ  
  
OTOMATİK KARARAN İÇ VE YAN DİKİZ AYNALAR.  
  
HIZ SABİTLEME  
  
SOĞUTMALI TORPİDO  
  
YAĞMUR SENSÖRÜ  
  
FONKSİYONEL DREKSİYON  
  
YOL BİLGİSAYARI  
  
FAR SENSÖRÜ   
  
VS.",1620000,30695334.0,03 Temmuz 2025,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2015.0,168.500 km,Otomatik,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",Arka Kaput,-,-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-trendline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-trendline-2016-model-hatasiz/24509305,ORJİNAL HATASIZ TRAMER YOK KAZASI YOK,1430000,24509305.0,03 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2016.0,84.500 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,120 hp,Önden Çekiş,İkinci El,,Sahibinden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-trendline/20-30-pesinat-ile-12-18-24-36-aya-varan-taksitle/30444553,"***YSF OTOMOTİV***

**30 DAKİKADA KREDİNİZ HAZIR.**

***SENETLİ - KREDİLİ - VADELİ***

***SATIŞIMIZ MEVCUTTUR.***

*ARACINIZI KENDİNİZ BULUN**BİZ SİZE VADELENDİRELİM*

***NAKİTE İHTİYACINIZ OLDUĞU TAKDİRDE SİZE ARACINIZ ÜZERİNDE KREDİ SAĞLAYABİLİRİZ.***

***BURADA SİZ ARACINIZI KULLANMAYA DEVAM EDERSİNİZ, BİZLERDE SİZE FİNANS DESTEĞİ SAĞLAMIŞ OLURUZ.***

*ÜÇ AY SONRA ÖDEME FIRSATI*

*SENETLİ SATIŞLARDA GEÇERLİ OLAN KAMPANYAMIZ DA ÖDEMELERİNİZE ÜÇ AY SONRA BAŞLAYABİLİRSİNİZ*

*DİLEDİĞİNİZ ZAMAN ERKEN KAPAMA YAPABİLİRSİNİZ.*

***KREDİ SİCİLİM BOZUK DİYEN MÜŞTERİLERİMİZ İÇİN 550,000 TL PEŞİNATLA***

***12-18-24-36 AYA VARAN VADE İMKANI***

***(HESAPLAMALAR %30 PEŞİNATLA YAPILMIŞTIR.)***

***ARAÇ KAPORTA BİLGİSİ***

***ARACIN ŞASE PODYE AİRBAGLERİN DE HARHANGİ***

***BİR İŞLEM YOKTUR***

***KAPORTA BOYA BİLGİSİ ŞEMADA İŞARETLENMİŞTİR.***

***TRAMER :11,000tl***

SENETLİ ARAÇ HAKKINDA BİLGİLER

*****ŞİMDİ AL 3 AY SONRA ÖDE KAMPANYASI SENETLİ TAKSİTLİ SATIŞLARDA GEÇERLİDİR.*****

*****PEŞİNAT ALINDIKTAN SONRA TAKSİTLER 3 AY SONRA BAŞLAMAKTADIR.*****

*****ERKEN ÖDEME VE KAPAMA YAPILABİLİR.*****

***FİRMAMIZDA YAPILAN TAKSİTLİ SATIŞLAR KURUMSAL VAZİYETTE BANKA ALT YAPISI İLE YAPILIR.***

***BU SAYEDE VERDİĞİNİZ PEŞİNAT ÖDEDİĞİNİZ TAKSİTLERİN HEPSİ BANKA  GÜVENCESİ ALTINDA OLUR.***

***BANKA LİMİTLERİNİZ ETKİLENMEZ, SİCİLİNİZDE GÖZÜKMEZ...***

***%20 PEŞİNAT İLE ARAC SATIN ALMAK İSTEYEN MÜŞTERİLERİMİZİN BANKA SİCİLİ İYİ OLMAK DURUMUNDADIR***

***FİNDEX KKB NOTU 1250 ÜSTÜ VE BANKA LİMİTLERİNİN OLMASI GEREKMEKTEDİR.***

***0 PEŞİNATLA DEVAM ETMEK ISTEYEN KİŞİLERİN FİNDEKS KKB PUANI 1500 ÜZERİ OLMALIDIR***

***AKSİ TAKDİRDE HİÇ BİR ŞART OLMADAN %30 PEŞİNAT İLE ARAÇ SATIN ALABİLİRLER.***

***AYNI GÜN İÇERİSİNDE NOTERDEN DEVİR VERİLİR SATIŞ İŞLEMLERİ TAMAMLANIR.***

***KASKO VE SİGORTA İŞLEMLERİNİN ARDINDAN TESLİMAT YAPILIR.***

***ÇEK İLE ARAÇ SATIŞIMIZ YOKTUR..***

***YAŞANAN YOĞUN BAŞVURULARDAN KAYNAKLI ALMAK İSTEDİĞİNİZ ARACIN PLAKASINI YAZARAK***

***KAPORA GÖNDEREN MÜŞTERİLERİMİZİN İŞLEMLERİNE ÖNCELİK VERİLMEKTEDİR...***

İLETİŞİM İÇİN 

TUNA BEY : 0 531 868 23 25

KÜBRA HANIM : 0 535 254 53 24

***AÇIK ADRESİMİZ :***

***FERHATPAŞA MAHALLESİ , ÜSKÜDAR CADDESİ NO : 36 İSTANBUL / ATAŞEHİR***

***AŞAĞIDA BULUNAN İBAN BİLGİSİ DIŞINDA BAŞKA İBANA KAPORA ATMAMANIZI RİCA EDERİZ. OLASI Bİ DURUMDA FİRMAMIZ MESULİYET KABUL ETMEMEKTEDİR.***

***​**BOSPHORUS KUYUMCULUK VE OTOMOTİV TİCARET LİMİTED ŞİRKETİ  
  
İŞ BANKASI***

***TR 14 0006 4000 0011 1300 4840 92***

***ÇALIŞMA SAATLERİMİZ***

***HAFTA İÇİ  08:30 / 19:00 SAATLERİ ARASIDIR***

***HAFTA SONU CUMARTESİ 08:30 / 18:00 ARASIDIR***",1149900,30444553.0,08 Temmuz 2025,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2016.0,190.000 km,Otomatik,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun Değil,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sağ Arka Kapı, Tavan, Motor Kaputu, Ön Tampon, Arka Tampon",-,"Sol Arka Çamurluk, Sağ Ön Kapı, Sağ Ön Çamurluk, Sol Ön Çamurluk","Sol Arka Kapı, Sol Ön Kapı",-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-2015-model/29979336,Volkswagen Passat 1.6 TDi BlueMotion,1500000,29979336.0,31 Mayıs 2025,Volkswagen,Passat,1.6 TDi BlueMotion,2015.0,198.000 km,Otomatik,Dizel,Sedan,Gri (metalik),1401 - 1600 cm3,-,-,İkinci El,Takasa Uygun,Sahibinden,-,-,-,Motor Kaputu,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Sol Ön Çamurluk, Ön Tampon, Arka Tampon"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion/2012-model-passat-1-6-manuel-b7-kasa/30370929,"Aracımız orijinal 285.000 kilometrededir

Aracımız Gri Uranüs lansman renktir.

Aracımızda kesinlikle ağır hasar pert kayıt yoktur.  
Aracımız komple temizlik boyalıdır  
  
Bilgisayar boya lansman renk olduğu için renk tutm azlığından dolayı komple boyanmıştır  
  
Boya değişen takıntısı olan 800 850 yazan araçlara baksın.  
  
Parasının en iyi arabasıdır.  
  
Aracimızda iki ya da üç değişen çıkabilir  
  
Alt takım motor şanzıman kusursuz temizlik tedir  
  
Aracımız komple temizlik aksesuar yapılmıştır  
  
Aracimızda parça halinde 50.000 normal hasar kayıt vardır  
Takas fiyatımız farklıdır  
  
Takas fiyatımız 750.000 TL’dir  
  
Alıcısına şimdiden hayırlı olsun.",675000,30370929.0,05 Temmuz 2025,Volkswagen,Passat,1.6 TDi BlueMotion,2012.0,285.000 km,Düz,Dizel,Sedan,Gri,1598 cc,105 hp,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
